date,media_cost_1,media_cost_2,media_cost_3,media_cost_4,holidays,trend,competitor_spend,weekly,yearly,covid_index,promo_events,intercept
2021-06-20,0.0,0.0,0.0,0.0,0.0,7964.618009200837,-71.69943372820259,6546.215846533361,-914.502588820238,4727.965710909306,0.0,1921.4749842330652
2021-06-27,0.0,0.0,0.0,0.0,0.0,7973.190738219544,-27.533985557263218,6546.215846533361,-217.6916174367501,4727.965710909306,0.0,1921.4749842330652
2021-07-04,0.0,0.0,0.0,0.0,10640.811017152848,7981.7634672382,-226.52695124075504,6546.215846533361,-613.5169257102393,4727.965710909306,0.0,1921.4749842330652
2021-07-11,0.0,0.0,0.0,785.415257790216,0.0,7990.336196256804,-887.2013297422545,6546.215846533361,-1364.424515373375,4727.965710909306,0.0,1921.4749842330652
2021-07-18,0.0,0.0,270.65086269780164,1424.7454609642562,0.0,7998.9089252754075,-510.71353678012326,6546.215846533361,-1952.2750680349861,4727.965710909306,0.0,1921.4749842330652
2021-07-25,0.0,0.0,418.90922846959865,1274.3977494151832,0.0,8007.481656832859,-1322.6348455003722,6546.215846533361,-2517.8532182261706,4727.965710909306,0.0,1921.4749842330652
2021-08-01,0.0,0.0,194.85948805158884,430.9241791061093,0.0,8016.054388390265,-146.4143552589431,6546.215846533361,-3350.114328041593,4230.285109760957,0.0,1921.4749842330652
2021-08-08,0.0,0.0,116.18999356049733,191.29595342033892,0.0,8024.6271199476805,-436.9290807910391,6546.215846533361,-4349.264415156521,4168.075034617423,0.0,1921.4749842330652
2021-08-15,0.0,0.0,76.71431850597766,101.24237289002016,0.0,8033.199851505071,-631.2745903135901,6546.215846533361,-5260.923743954366,4105.8649594738845,0.0,1921.4749842330652
2021-08-22,0.0,0.0,53.71215222187813,59.797916705859194,0.0,8041.7725830625295,-895.0250347679006,6546.215846533361,-6208.02861160654,3234.923907464261,0.0,1921.4749842330652
2021-08-29,0.0,0.0,39.13585497403943,38.07383477157238,0.0,8050.345315267963,-719.3083222678229,6546.215846533361,-7471.324005443632,3048.2936820336254,0.0,1921.4749842330652
2021-09-05,0.0,0.0,29.375622440642857,21.60395100308126,2375.702903004717,8058.918047473375,-1268.5606700428982,6546.215846533361,-8532.572064501157,2923.873531746535,0.0,1921.4749842330652
2021-09-12,0.0,0.0,13.35642796666394,7.190082817123064,0.0,8067.490779678766,-1155.608973452191,6546.215846533361,-7747.397188770751,2612.8231560288373,0.0,1921.4749842330652
2021-09-19,0.0,0.0,0.0,0.0,0.0,8076.063511884244,-804.4142542716071,6546.215846533361,-3655.4082842979396,2550.613080885269,0.0,1921.4749842330652
2021-09-26,849.3518395767194,486.6389933360167,1584.6014296211004,351.3654654795076,0.0,8084.636244089662,-798.0861142788804,6546.215846533361,3069.0123420808454,2488.403005741744,26049.000970782923,1921.4749842330652
2021-10-03,175.987866264778,747.5431409419548,1903.870596797043,631.1301238256698,0.0,8093.208977294969,-729.1196186075795,6546.215846533361,9289.322834500814,2426.192930598213,26049.000970782923,1921.4749842330652
2021-10-10,58.20613175638792,554.6319096122423,2109.7703985182848,710.5438041671679,-3692.0947875301613,8101.781710500347,-235.34932347079769,6546.215846533361,11625.775414494652,2052.9324797369422,0.0,1921.4749842330652
2021-10-17,24.58890394398519,1517.365255628901,2179.80028077113,725.2888810401123,0.0,8110.354443705657,-877.5264367279793,6546.215846533361,9361.38733969237,2052.9324797369422,0.0,1921.4749842330652
2021-10-24,12.097460461533473,789.0589670361934,1256.2585380019802,747.1372547085625,0.0,8118.927176911009,-778.7265851556364,6546.215846533359,5102.508280109712,2115.1425548804787,0.0,1921.4749842330652
2021-10-31,6.613095968569262,413.18535460357674,787.7522381779158,768.6995478632758,0.0,8127.499910116311,-1326.5272118238383,6546.215846533361,2376.08120142375,2177.3526300240264,0.0,1921.4749842330652
2021-11-07,3.9065182453676925,254.19073945761838,539.5776015876199,792.949566434462,2400.4814349274566,8136.072643321605,-1545.3766044591084,6546.215846533359,2516.2820774813404,2239.562705167586,0.0,1921.4749842330652
2021-11-14,2.4487952757472295,171.80622937246275,388.3475675901439,801.5970614451454,0.0,8144.645375975937,-743.65144431836,6546.215846533361,3935.9309738329794,3172.713832320714,0.0,1921.4749842330652
2021-11-21,0.0,509.95334488995053,232.0462524520434,804.8110776276083,4899.076934846267,8153.218108630225,-384.21406704101446,6546.215846533361,4323.00150682124,3359.344057751364,0.0,1921.4749842330652
2021-11-28,0.0,1089.4553066243245,1484.769961065695,805.7907216340494,0.0,8161.790841284517,-278.33585718581645,6546.215846533359,3244.796243156493,3359.344057751364,0.0,1921.4749842330652
2021-12-05,0.0,1131.525135583975,2138.870663783954,921.9616161925653,0.0,8170.363573938804,-669.4285490688051,6546.215846533361,2401.3663634915233,3359.344057751364,0.0,1921.4749842330652
2021-12-12,103.54715976154017,1150.0211734033694,1175.2610360238277,1180.9974026703258,0.0,8178.936306593091,-1077.2550060595843,6546.215846533361,3477.0662495579563,3297.1339826078174,0.0,1921.4749842330652
2021-12-19,235.90774246407324,514.4973436551822,681.7943710660834,1148.1876550016852,-2029.3358635668865,8187.509039364615,-638.416278711849,6546.215846533359,6104.766000881754,3297.1339826078174,26049.000970782923,1921.4749842330652
2021-12-26,3056.040273703793,299.71103972282106,446.14015559265823,754.4363834886615,-1623.7305777762597,8196.081772136149,-558.8395529372701,6546.215846533361,8136.28436483913,3297.1339826078174,26049.000970782923,1921.4749842330652
2022-01-02,789.6189572175283,196.33566313567994,310.765557230994,266.370135548579,0.0,8204.654504907603,-409.7507181894841,6546.215846533361,7787.755114744445,3297.1339826078174,0.0,1921.4749842330652
2022-01-09,267.51797733552297,137.4153375415833,225.6319062523753,127.31246243970466,0.0,8213.227237679168,-19.413116143965752,6546.215846533362,5307.650693520594,3297.1339826078174,0.0,1921.4749842330652
2022-01-16,272.0613597506717,91.72845904591755,168.91179048835286,188.47038850586415,-4611.965409030817,8221.799970450651,-29.81874125902495,6546.215846533361,2545.734792605071,3234.923907464261,0.0,1921.4749842330652
2022-01-23,2155.07827839633,48.45594117329745,81.04265764747073,716.7713130815159,0.0,8230.372703222207,-3.624431219852075,6546.215846533361,1097.3581802389904,3048.2936820336254,0.0,1921.4749842330652
2022-01-30,1391.8773333581898,20.7401737912267,6.328938710172061,831.5562776029361,0.0,8238.945435011889,-11.350705298730313,6546.215846533359,986.0051232034547,2986.0836068901012,0.0,1921.4749842330652
2022-02-06,1051.2593863527268,0.0,0.0,787.12474905313,0.0,8247.518166801592,-6.440185581511364,6546.215846533361,999.2371115000464,2986.0836068901012,0.0,1921.4749842330652
2022-02-13,2805.6713301821314,0.0,0.0,740.1531065989142,0.0,8256.090898591376,-158.56399432118928,6546.215846533361,51.26609551221119,2986.0836068901012,0.0,1921.4749842330652
2022-02-20,731.4142878444214,0.0,0.0,232.72544840773776,1522.5343051554942,8264.663630381041,-193.86322633604044,6546.215846533361,-1826.256762146915,2986.0836068901012,0.0,1921.4749842330652
2022-02-27,261.44182659572846,0.0,0.0,105.32610417538986,0.0,8273.2363621708,-259.4050242283652,6546.215846533359,-3605.900711636393,2986.0836068901012,0.0,1921.4749842330652
2022-03-06,117.03250342400497,0.0,0.0,57.13849976380005,0.0,8281.809093014035,-621.2392027962626,6546.215846533361,-4166.565224580986,2986.0836068901012,0.0,1921.4749842330652
2022-03-13,60.12297841777783,0.0,0.0,33.96976296899696,0.0,8290.381823857211,-883.9763654041641,6546.215846533361,-3179.2393760000286,2986.0836068901012,0.0,1921.4749842330652
2022-03-20,29.859632479942192,0.0,0.0,18.74492305820087,0.0,8298.954554700442,-413.77948783843516,6546.215846533361,-1390.575594494563,2986.0836068901012,0.0,1921.4749842330652
2022-03-27,16.198394350877173,0.0,0.0,9.314547933298064,0.0,8307.527285543634,-427.4100772915876,6546.215846533361,-144.75767085497435,2986.0836068901012,0.0,1921.4749842330652
2022-04-03,8.904304643696237,0.0,0.0,3.629240744074429,0.0,8316.10001638688,-69.5169805205499,6546.215846533359,-405.35507786001625,2301.772780311119,0.0,1921.4749842330652
2022-04-10,0.0,0.0,0.0,0.0,0.0,8324.672747230074,-117.29711681666421,6546.215846533361,-1936.7470870193379,2301.772780311119,0.0,1921.4749842330652
2022-04-17,0.0,0.0,0.0,0.0,0.0,8333.24547807333,-193.85348324136118,6546.215846533361,-3390.033732035409,2177.3526300240264,0.0,1921.4749842330652
2022-04-24,0.0,0.0,0.0,0.0,0.0,8341.818208916517,-131.92150192687404,6546.215846533361,-3426.4694784968706,1866.3022543063066,0.0,1921.4749842330652
2022-05-01,0.0,0.0,0.0,0.0,0.0,8350.39093975977,-149.30805437801877,6546.215846533359,-1990.3710128537657,1617.4619537321305,0.0,1921.4749842330652
2022-05-08,0.0,0.0,0.0,0.0,0.0,8358.963670602976,-66.66712532752108,6546.215846533362,-466.5795659289873,1430.8317283015062,0.0,1921.4749842330652
2022-05-15,0.0,0.0,0.0,0.0,0.0,8367.53640144613,-68.18704809713657,6546.215846533361,-404.2053686500774,1430.8317283015062,0.0,1921.4749842330652
2022-05-22,0.0,0.0,0.0,0.0,0.0,8376.109132289375,-197.51201529258304,6546.215846533361,-1981.9084440877941,1181.9914277273265,0.0,1921.4749842330652
2022-05-29,0.0,0.0,0.0,0.0,-1109.6738882409365,8384.6818631326,-189.46909063670233,6546.215846533361,-3791.2682453364737,1181.9914277273265,0.0,1921.4749842330652
2022-06-05,0.0,0.0,0.0,0.0,0.0,8393.254593975817,-557.5388497978872,6546.215846533361,-4208.320725585294,1181.9914277273265,0.0,1921.4749842330652
2022-06-12,0.0,0.0,0.0,0.0,0.0,8401.827324819065,-484.71408863449057,6546.215846533361,-2940.856905303106,995.3612022966935,0.0,1921.4749842330652
2022-06-19,0.0,0.0,0.0,0.0,0.0,8410.400055662256,-389.7530163648996,6546.215846533361,-1167.6974907154702,995.3612022966935,0.0,1921.4749842330652
